equipamento_id,tempo_operacao_horas,tipo_combustivel,turno_trabalho,regiao_instalacao,temperatura_celsius,vibracao_mm_s,pressao_psi,dias_desde_ultima_revisao,historico_falhas_anteriores,ruido_frequencia_hz,tag_rfid_inventario,firmware_serial_hash,falha_maquina
EQP-33877,9283.2, DIESEL ,Noite,Norte,70.0,4.08,109.5,332,2,-61.34,883160,FW-C64A8,1
EQP-33878,8942.0,Diesel,Tarde,Norte,69.9,6.88,118.1,205,0,-24.98,654942,FW-64F2E,1
EQP-33879,12135.3,diesel,Noite,Sul,65.1,1.71,98.9,258,1,-34.68,735921,FW-85AE8,1
EQP-33880,1169.3, DIESEL ,Manha,Norte,82.4,,100.1,113,2,23.05,409638,FW-5D94C,0
EQP-33881,2378.3,Gas_Natural,Manha,Norte,97.8,4.11,82.0,150,2,5.04,685283,FW-AC7E8,1
EQP-33882,3488.2, DIESEL ,Noite,Norte,77.4,13.93,103.8,285,1,23.68,569638,FW-41B0A,1
EQP-33883,3747.5,Diesel,Manha,Norte,71.3,,96.8,66,0,-8.89,435745,FW-574AD,1
EQP-33884,5042.6,Eletrico,Manha,Sul,55.2,0.52,68.6,242,1,3.01,342059,FW-2DA15,1
EQP-33885,4406.9,Eletrico,Manha,Norte,52.1,3.47,120.1,216,4,7.48,245296,FW-7A440,0
EQP-33886,976.9,Hibrido,Manha,Oeste,36.0,7.14,103.5,21,0,-26.19,586168,FW-1CFF8,0
EQP-33887,11591.2, DIESEL ,Noite,Sul,80.5,1.59,106.6,174,0,-26.96,788644,FW-BAF09,1
EQP-33888,,Diesel,Tarde,Oeste,91.3,1.61,90.8,96,0,8.31,363476,FW-5098C,1
EQP-33889,14081.3,diesel,Tarde,Leste,90.7,2.35,93.8,91,1,100.68,309299,FW-935FB,1
EQP-33890,12715.8,Diesel,Manha,Oeste,62.4,3.36,89.3,352,1,2.15,688994,FW-CC195,1
EQP-33891,10796.3,Eletrico,Tarde,Leste,63.5,3.13,111.8,204,1,-55.19,282745,FW-B6D78,1
EQP-33892,9696.8,Diesel,Tarde,Norte,31.3,1.01,98.0,168,1,3.39,130118,FW-46CEF,0
EQP-33893,10923.3,Gas_Natural,Tarde,Leste,55.6,5.51,114.4,280,0,29.7,137857,FW-B68BB,1
EQP-33894,5742.0,Diesel,Manha,Norte,86.9,3.53,114.7,286,0,-14.09,458766,FW-2AA03,1
EQP-33895,4790.9,Eletrico,Noite,Leste,46.0,1.62,110.2,252,0,47.04,125535,FW-47EC3,0
EQP-33896,12242.1,Diesel,Tarde,Oeste,78.3,2.39,111.5,288,0,48.41,371846,FW-95333,1
EQP-33897,432.8,Eletrico,Noite,Oeste,82.1,2.48,89.1,42,1,19.28,107498,FW-66479,0
EQP-33898,6191.7,Eletrico,Tarde,Norte,81.2,7.89,104.3,205,1,-17.79,500730,FW-4D45D,1
EQP-33899,4884.4,Eletrico,Noite,Norte,101.7,1.26,93.5,193,0,22.32,574827,FW-2782A,1
EQP-33900,4054.7, DIESEL ,Manha,Sul,117.1,3.3,116.1,266,0,4.31,452991,FW-3681B,1
EQP-33901,5831.7,Gas_Natural,Manha,Sul,72.1,1.1,44.9,321,0,-15.72,299379,FW-8F7F6,1
EQP-33902,663.5, DIESEL ,Noite,Leste,97.8,1.03,97.8,2,1,-11.15,479957,FW-AA98A,0
EQP-33903,10384.1,Eletrico,Tarde,Leste,38.1,5.14,106.4,198,0,58.67,183913,FW-9EE6D,1
EQP-33904,6815.5,Eletrico,Manha,Oeste,83.4,8.85,126.9,351,0,42.78,982740,FW-E6D58,1
EQP-33905,10309.6,Eletrico,Manha,Norte,76.4,7.05,115.8,325,0,-8.69,141175,FW-9DF07,1
EQP-33906,7629.4,diesel,Tarde,Norte,69.7,0.87,107.1,354,0,6.82,708184,FW-6278B,0
EQP-33907,,Gas_Natural,Tarde,Oeste,61.8,4.44,111.9,61,2,-3.43,577089,FW-5A1BB,1
EQP-33908,10110.8,Gas_Natural,Manha,Norte,83.8,6.5,115.1,33,0,-50.59,619791,FW-B6E85,1
EQP-33909,4615.2,Diesel,Manha,Leste,18.0,1.18,96.5,167,0,-78.51,459173,FW-94128,0
EQP-33910,4522.6,diesel,Tarde,Norte,76.8,1.02,102.6,315,1,-3.92,352690,FW-C6E9A,1
EQP-33911,8752.2,Eletrico,Tarde,Sul,98.6,3.79,93.3,200,0,-41.86,420140,FW-AD546,1
EQP-33912,413.3,diesel,Noite,Oeste,100.4,0.67,67.6,355,0,37.6,734860,FW-F125D,1
EQP-33913,4541.0,Eletrico,Tarde,Oeste,64.3,2.95,123.5,26,1,-33.63,366201,FW-83CB3,0
EQP-33914,5112.0,Diesel,Manha,Sul,67.4,3.1,96.5,163,1,11.04,470457,FW-B87BA,1
EQP-33915,7208.2,Eletrico,Tarde,Norte,61.6,19.78,97.1,188,1,42.28,904661,FW-5DC71,1
EQP-33916,6905.4,Hibrido,Manha,Oeste,40.1,6.12,75.4,222,1,-4.01,302940,FW-8E267,0
EQP-33917,514.9,Eletrico,Manha,Norte,73.6,3.24,68.8,149,1,37.89,521976,FW-64E74,1
EQP-33918,12689.1, DIESEL ,Manha,Oeste,70.2,6.33,74.1,176,2,-67.41,972107,FW-9571A,1
EQP-33919,12308.9,Eletrico,Noite,Oeste,64.8,7.25,98.8,229,1,44.89,788574,FW-7DAD4,1
EQP-33920,14456.9, DIESEL ,Manha,Leste,52.7,6.27,72.1,104,3,-19.99,502150,FW-7DFF7,1
EQP-33921,7106.3, DIESEL ,Tarde,Sul,53.0,5.03,96.5,197,2,-66.32,293212,FW-DE396,0
EQP-33922,4801.3,Eletrico,Noite,Norte,77.4,4.14,99.8,194,0,-51.41,947295,FW-4C94F,1
EQP-33923,1246.2, DIESEL ,Manha,Sul,85.5,0.6,106.9,127,1,6.94,621970,FW-A91FA,1
EQP-33924,10264.4,Diesel,Manha,Norte,67.6,0.58,82.7,81,0,-75.13,955145,FW-85E2F,1
EQP-33925,4997.1,diesel,Noite,Leste,79.1,4.06,110.3,97,1,3.77,513092,FW-E1EE8,1
EQP-33926,,Diesel,Noite,Oeste,65.8,2.87,81.7,195,0,-2.62,928818,FW-92EAF,0
EQP-33927,14398.5,Eletrico,Noite,Sul,66.4,10.01,111.4,18,1,-0.09,819209,FW-87AF7,1
EQP-33928,2001.2,Eletrico,Noite,Oeste,66.4,3.06,110.2,250,0,-22.77,552035,FW-60E02,0
EQP-33929,5076.9,Eletrico,Manha,Leste,81.9,13.87,107.6,268,0,39.69,507538,FW-56EB5,1
EQP-33930,11190.4,diesel,Noite,Norte,72.4,,126.0,18,2,-31.22,733221,FW-66CA2,1
EQP-33931,14712.9,Diesel,Manha,Sul,77.7,1.5,91.9,35,1,-40.83,883453,FW-DEFF6,1
EQP-33932,10627.5,Diesel,Manha,Oeste,49.7,1.9,95.5,318,1,-8.93,417393,FW-D5C5B,1
EQP-33933,,Gas_Natural,Manha,Oeste,90.7,0.7,106.0,336,0,32.07,771625,FW-8F6FB,1
EQP-33934,8811.6,Hibrido,Tarde,Sul,103.8,3.03,93.7,123,0,-43.46,463718,FW-D835E,1
EQP-33935,,Diesel,Tarde,Leste,56.5,1.37,98.1,268,0,-15.32,539305,FW-79CB3,1
EQP-33936,4872.2, DIESEL ,Noite,Norte,76.9,5.34,99.1,19,0,4.84,794063,FW-CEC74,1
EQP-33937,6348.4,Eletrico,Tarde,Sul,53.5,5.61,101.0,2,0,35.87,480456,FW-3881D,0
EQP-33938,116.5, DIESEL ,Manha,Sul,59.2,5.16,110.9,336,3,-6.88,487355,FW-6EA2F,1
EQP-33939,11141.3, DIESEL ,Tarde,Leste,85.1,10.0,116.9,134,1,-45.34,325497,FW-C106C,1
EQP-33940,3027.7,Hibrido,Manha,Sul,51.1,1.93,109.2,76,2,48.26,878672,FW-622BA,1
EQP-33941,,Hibrido,Manha,Sul,56.8,10.87,80.7,265,1,94.74,961126,FW-CD178,1
EQP-33942,1925.0,Hibrido,Manha,Leste,72.4,4.15,125.0,184,1,32.35,254666,FW-4A4B9,0
EQP-33943,13763.4,Eletrico,Manha,Leste,122.6,5.49,82.3,34,1,43.54,460673,FW-64B34,1
EQP-33944,14170.8,Eletrico,Manha,Norte,110.1,8.19,102.5,319,0,-59.87,197811,FW-E3FA8,1
EQP-33945,9008.5,Diesel,Noite,Oeste,45.0,2.9,106.4,216,0,-39.87,204237,FW-E9107,1
EQP-33946,14599.2,Gas_Natural,Tarde,Sul,73.8,1.16,108.4,196,0,-8.36,647166,FW-2FF03,1
EQP-33947,5071.2,Diesel,Manha,Sul,92.1,9.35,95.4,344,0,10.59,485600,FW-A3814,1
EQP-33948,2563.4,Diesel,Manha,Oeste,35.2,0.81,99.3,340,0,-23.91,615759,FW-D4C52,0
EQP-33949,3305.3,Gas_Natural,Manha,Norte,78.9,18.98,115.0,216,1,-1.04,519948,FW-F03ED,1
EQP-33950,3355.4, DIESEL ,Manha,Oeste,111.6,0.75,110.7,39,1,54.73,154809,FW-B501A,1
EQP-33951,12026.9,Diesel,Tarde,Norte,66.2,6.91,110.6,80,0,24.38,297422,FW-50B7E,1
EQP-33952,2424.6,Diesel,Noite,Sul,68.3,0.78,98.8,160,0,-25.15,826889,FW-D9A5E,0
EQP-33953,4202.5,Hibrido,Noite,Oeste,71.3,13.33,120.2,185,0,36.76,402069,FW-8E1B8,1
EQP-33954,12952.9, DIESEL ,Noite,Leste,74.7,1.82,103.3,28,0,94.61,660729,FW-621E4,0
EQP-33955,11836.7,diesel,Noite,Leste,61.9,11.11,110.5,16,0,10.57,558738,FW-8D2C4,1
EQP-33956,3394.5,Hibrido,Noite,Sul,61.0,4.34,91.6,341,0,-13.51,943928,FW-9D831,0
EQP-33957,397.9,Eletrico,Manha,Leste,105.4,1.68,101.5,53,4,-53.76,431981,FW-88275,1
EQP-33958,5038.9,Hibrido,Noite,Norte,70.8,2.74,94.4,258,1,-17.35,988421,FW-BEAEA,1
EQP-33959,8044.9,diesel,Tarde,Leste,61.1,4.11,97.9,93,1,-65.48,116711,FW-A63E6,1
EQP-33960,5885.8,Diesel,Manha,Oeste,74.0,1.5,103.3,59,3,-87.25,891053,FW-4CD54,1
EQP-33961,3206.0,Hibrido,Tarde,Sul,62.4,1.37,125.1,316,1,-15.95,454462,FW-B9649,1
EQP-33962,6652.9,diesel,Tarde,Norte,87.0,8.59,109.0,209,2,29.59,370632,FW-ECCB6,1
EQP-33963,2230.3,Diesel,Noite,Leste,91.9,1.73,94.6,223,0,-19.15,183375,FW-5F5DF,1
EQP-33964,6947.7,Gas_Natural,Manha,Sul,87.4,1.29,87.8,338,1,-30.26,499631,FW-C48BB,1
EQP-33965,10875.5,Diesel,Manha,Norte,87.5,4.32,88.6,363,0,-17.13,826221,FW-DB520,1
EQP-33966,12443.8,Gas_Natural,Manha,Norte,65.2,2.19,118.0,49,0,-24.86,201561,FW-54B10,1
EQP-33967,6259.2,Eletrico,Manha,Sul,115.1,4.61,99.8,266,3,-26.32,239161,FW-5AC49,1
EQP-33968,11194.3,Eletrico,Tarde,Leste,75.9,3.25,107.0,237,0,-6.05,173564,FW-E0203,1
EQP-33969,4456.8,Diesel,Manha,Oeste,70.3,4.69,81.5,108,0,-25.42,826940,FW-E3C65,1
EQP-33970,11795.9,Gas_Natural,Manha,Sul,92.8,7.47,87.6,298,0,18.65,322209,FW-D2594,1
EQP-33971,557.3,Diesel,Noite,Sul,96.6,3.23,101.9,168,0,56.43,126158,FW-EE39B,0
EQP-33972,4972.8,Hibrido,Tarde,Sul,82.9,7.02,115.3,222,2,-31.31,829978,FW-B1A8B,1
EQP-33973,12190.5, DIESEL ,Manha,Norte,106.1,7.76,89.4,299,1,23.86,923984,FW-E9779,1
EQP-33974,9559.5,Diesel,Tarde,Leste,49.8,4.38,106.1,129,2,-16.39,235987,FW-F035A,1
EQP-33975,4297.9,diesel,Tarde,Leste,42.0,15.92,103.3,279,1,39.19,899506,FW-26C55,1
EQP-33976,,Diesel,Tarde,Sul,67.1,1.43,89.4,133,1,12.8,299442,FW-35D78,0
EQP-33977,6223.0,Diesel,Manha,Sul,48.1,1.25,87.8,85,1,11.9,168691,FW-7819C,0
EQP-33978,14050.8,Eletrico,Manha,Leste,84.2,2.43,128.5,19,1,-16.08,820266,FW-901AF,0
EQP-33979,4609.4,Hibrido,Manha,Oeste,84.8,3.38,110.3,233,1,-8.33,834064,FW-DB9EC,1
EQP-33980,2881.4, DIESEL ,Tarde,Oeste,87.6,1.75,110.6,157,0,123.07,744209,FW-AA37C,1
EQP-33981,3138.9,Diesel,Manha,Norte,92.3,7.61,108.3,288,0,12.37,223280,FW-1DDF5,0
EQP-33982,2383.1,Diesel,Manha,Norte,81.1,6.06,82.9,42,1,51.56,680648,FW-F1802,1
EQP-33983,13545.6,Diesel,Manha,Oeste,62.4,10.14,97.1,35,1,-17.63,330058,FW-7E944,1
EQP-33984,9401.4,Eletrico,Tarde,Norte,59.8,10.49,99.1,72,1,3.22,370336,FW-F19F6,1
EQP-33985,12367.1,Diesel,Noite,Leste,64.7,1.7,101.5,238,0,23.2,344052,FW-C2006,1
EQP-33986,7674.1, DIESEL ,Tarde,Norte,60.4,,112.0,28,0,-4.37,915906,FW-BBA0D,0
EQP-33987,1431.5,Gas_Natural,Tarde,Sul,61.2,1.84,100.5,150,0,15.58,368293,FW-7C942,1
EQP-33988,7875.1,Eletrico,Tarde,Norte,58.8,7.36,116.7,215,0,31.23,868880,FW-A94BE,1
EQP-33989,8587.9, DIESEL ,Tarde,Norte,73.9,2.25,106.0,335,0,17.96,158696,FW-EE740,1
EQP-33990,6801.5,Hibrido,Manha,Leste,80.1,1.89,90.8,26,1,-24.09,353381,FW-55AB9,0
EQP-33991,8653.8, DIESEL ,Tarde,Norte,66.0,5.87,100.7,260,0,24.22,632869,FW-97DA7,0
EQP-33992,999999.0,Diesel,Manha,Sul,109.4,0.52,103.4,57,3,26.95,662542,FW-78091,1
EQP-33993,6384.2,Hibrido,Noite,Leste,53.4,4.3,58.9,332,0,-31.92,369291,FW-4803D,1
EQP-33994,8428.9, DIESEL ,Manha,Sul,74.5,3.67,100.9,68,2,17.06,226853,FW-5B06A,1
EQP-33995,14733.9,Gas_Natural,Noite,Leste,38.4,1.37,106.5,255,1,78.97,772200,FW-4EE3D,1
EQP-33996,14799.0,Hibrido,Tarde,Norte,84.3,3.9,99.2,263,0,-70.22,883260,FW-2DF20,1
EQP-33997,14476.4,Eletrico,Manha,Leste,82.6,8.98,100.5,361,1,-14.72,720254,FW-4AF76,1
EQP-33998,10695.0,Eletrico,Tarde,Norte,75.5,0.63,92.9,131,1,-14.14,667543,FW-97F9D,1
EQP-33999,2770.4,Hibrido,Manha,Oeste,86.2,2.32,133.6,84,0,-44.71,177748,FW-A5A9F,0
EQP-34000,11121.9, DIESEL ,Tarde,Leste,81.4,0.73,93.9,192,1,44.4,861724,FW-BFFDD,1
EQP-34001,9692.4,Diesel,Manha,Norte,42.0,0.82,107.7,83,2,14.96,685620,FW-EC7F6,1
EQP-34002,8017.4,Diesel,Tarde,Sul,56.5,22.83,138.9,167,1,65.26,242509,FW-30735,1
EQP-34003,6531.7, DIESEL ,Noite,Norte,82.4,19.07,98.9,164,1,25.96,636498,FW-5BB26,1
EQP-34004,3309.6,Diesel,Noite,Norte,64.0,1.63,79.4,343,0,35.64,878410,FW-C73CE,1
EQP-34005,4512.6, DIESEL ,Noite,Oeste,82.9,13.69,103.9,147,2,-14.26,469435,FW-928FF,1
EQP-34006,10945.2,Hibrido,Noite,Oeste,54.6,10.97,88.6,21,0,4.92,796160,FW-C4640,1
EQP-34007,6024.9,Eletrico,Tarde,Leste,85.8,1.29,94.7,202,1,20.29,788418,FW-9F44D,1
EQP-34008,14367.3,Diesel,Manha,Oeste,74.3,2.72,113.0,339,0,-10.54,637771,FW-963FA,1
EQP-34009,687.5,Hibrido,Noite,Norte,68.7,1.54,77.6,222,1,1.75,865524,FW-697E3,0
EQP-34010,11713.4,Hibrido,Noite,Oeste,100.7,13.2,76.5,268,1,24.21,172722,FW-5C21C,1
EQP-34011,3656.2,Eletrico,Noite,Oeste,85.8,12.51,92.5,334,2,-54.19,379395,FW-90854,1
EQP-34012,1931.2,Eletrico,Manha,Sul,34.7,5.54,53.8,115,0,42.35,511249,FW-67C37,0
EQP-34013,9023.6,Eletrico,Noite,Sul,59.8,11.57,95.8,299,1,-37.51,614969,FW-DE3C0,1
EQP-34014,13279.6,Eletrico,Tarde,Norte,81.4,1.22,101.8,71,1,-18.81,877464,FW-9860F,1
EQP-34015,5898.6,Diesel,Manha,Sul,40.7,6.66,109.8,172,2,-6.18,937734,FW-F04E3,0
EQP-34016,5306.6,Diesel,Manha,Leste,95.7,2.08,99.4,321,1,45.97,402334,FW-27A13,1
EQP-34017,6076.6, DIESEL ,Noite,Norte,85.3,2.87,84.8,144,0,11.91,617862,FW-7556A,1
EQP-34018,9902.9,Diesel,Noite,Sul,73.6,3.41,80.4,280,0,-25.48,209672,FW-32560,0
EQP-34019,13691.9,diesel,Manha,Norte,95.7,12.26,82.2,49,0,1.89,981774,FW-BD340,1
EQP-34020,9869.7,Eletrico,Tarde,Sul,56.8,2.9,112.9,1,0,44.71,484332,FW-89CDE,1
EQP-34021,14305.5,Hibrido,Manha,Leste,98.8,2.98,100.9,113,1,77.71,395622,FW-8458E,1
EQP-34022,4252.7,Gas_Natural,Tarde,Leste,69.7,6.18,123.7,302,1,-6.25,284430,FW-9221E,1
EQP-34023,9740.4,Diesel,Tarde,Leste,63.1,4.32,133.6,140,1,9.1,169246,FW-287FB,1
EQP-34024,12365.3,Diesel,Manha,Oeste,102.7,3.16,89.1,340,0,-34.54,628948,FW-3AFB4,1
EQP-34025,408.7,Hibrido,Tarde,Norte,89.3,21.37,95.8,163,2,48.6,519117,FW-91CBE,1
EQP-34026,1853.5, DIESEL ,Manha,Leste,78.7,1.3,93.3,280,0,23.72,712765,FW-8CC33,0
EQP-34027,3030.8,Hibrido,Tarde,Leste,62.2,4.3,97.3,279,1,87.18,272648,FW-6B144,1
EQP-34028,9068.4,Gas_Natural,Manha,Norte,74.6,8.27,94.0,268,0,-22.95,920609,FW-5FD92,1
EQP-34029,,Diesel,Manha,Norte,99.1,12.58,94.0,57,0,-30.56,829380,FW-ACF7D,1
EQP-34030,6350.1,diesel,Tarde,Sul,75.1,3.15,108.8,285,0,-43.22,726683,FW-DF675,1
EQP-34031,7825.2,Hibrido,Manha,Oeste,67.7,1.36,95.0,295,1,-38.84,272546,FW-6FADE,0
EQP-34032,,Eletrico,Manha,Sul,57.1,7.51,109.7,198,0,-10.21,582412,FW-94ECF,0
EQP-34033,12301.1,Diesel,Tarde,Sul,76.7,1.11,97.5,113,1,70.34,553952,FW-ED53E,0
EQP-34034,1458.0,Diesel,Tarde,Leste,112.7,4.74,76.9,78,1,2.78,466876,FW-B04D2,1
EQP-34035,4429.2, DIESEL ,Tarde,Leste,79.6,15.26,99.9,60,3,-30.06,368517,FW-BABA9,1
EQP-34036,3371.5,Gas_Natural,Noite,Norte,86.5,3.46,117.9,275,2,-72.11,694515,FW-4FD2C,1
EQP-34037,8548.2,Diesel,Noite,Leste,76.4,3.01,112.0,72,1,-22.84,575715,FW-63408,1
EQP-34038,8903.1,diesel,Noite,Leste,55.8,6.51,89.8,330,0,0.67,166526,FW-72907,1
EQP-34039,14946.0,Eletrico,Tarde,Oeste,82.5,7.15,114.7,87,1,-7.56,651189,FW-77DF0,1
EQP-34040,13646.3,Diesel,Tarde,Norte,50.9,8.07,124.1,97,0,-41.27,962113,FW-E8283,1
EQP-34041,11093.0,diesel,Tarde,Norte,98.9,2.34,97.7,205,1,-31.07,204351,FW-5E350,1
EQP-34042,10397.5,Gas_Natural,Tarde,Leste,63.1,9.25,89.0,256,0,1.26,534495,FW-98B46,1
EQP-34043,3508.5, DIESEL ,Tarde,Oeste,57.2,1.9,109.4,58,1,-50.76,175324,FW-CCCAB,0
EQP-34044,4773.2, DIESEL ,Manha,Sul,62.3,2.34,74.8,18,1,13.65,681051,FW-2FF78,0
EQP-34045,4069.5,Diesel,Tarde,Sul,68.1,6.3,106.6,57,1,52.51,858308,FW-47FAE,1
EQP-34046,5064.6,Diesel,Tarde,Oeste,56.5,2.89,92.0,246,1,81.65,747353,FW-A4463,1
EQP-34047,9970.7, DIESEL ,Manha,Sul,88.0,15.46,114.2,125,2,20.96,771893,FW-92D19,1
EQP-34048,4463.8,Diesel,Manha,Sul,93.1,2.01,89.6,200,1,-34.57,424559,FW-5746F,1
EQP-34049,1858.4,Diesel,Tarde,Oeste,54.5,1.33,94.8,161,1,18.77,177347,FW-DE460,0
EQP-34050,11481.5,Diesel,Tarde,Norte,61.9,1.53,78.7,318,0,-47.99,114790,FW-8692A,1
EQP-34051,8610.3, DIESEL ,Tarde,Leste,84.1,0.98,99.6,364,2,0.79,199168,FW-84E84,1
EQP-34052,215.1,Eletrico,Manha,Oeste,82.2,10.18,97.5,361,1,23.98,704467,FW-C2C8E,1
EQP-34053,1506.9,Diesel,Tarde,Leste,63.9,5.31,88.5,291,0,-44.45,112598,FW-D6387,0
EQP-34054,3535.2,Eletrico,Manha,Norte,60.0,3.27,66.1,190,0,-48.37,591119,FW-D9660,1
EQP-34055,10928.4,Eletrico,Noite,Leste,93.4,2.1,91.7,70,0,21.91,150650,FW-1E66D,1
EQP-34056,4014.1,Diesel,Manha,Oeste,91.6,1.72,94.7,174,0,-51.41,493978,FW-5619B,1
EQP-34057,4549.3,Diesel,Manha,Norte,73.6,4.66,93.5,143,2,-23.44,850794,FW-42D00,1
EQP-34058,5822.2,diesel,Tarde,Leste,65.1,9.24,96.0,203,0,37.67,567971,FW-C1D93,0
EQP-34059,3389.0,Hibrido,Noite,Sul,76.1,0.76,90.7,29,0,-43.71,207618,FW-2E78E,0
EQP-34060,11237.8,Diesel,Manha,Sul,58.0,8.09,84.6,278,0,-16.61,805819,FW-2D7BB,0
EQP-34061,8242.3,Eletrico,Tarde,Norte,75.6,2.0,107.0,85,0,51.23,807606,FW-BD829,0
EQP-34062,1975.0,Eletrico,Tarde,Leste,73.2,15.35,109.0,8,0,-6.57,743019,FW-571CF,1
EQP-34063,12190.1, DIESEL ,Noite,Sul,73.4,1.2,105.0,287,0,-24.42,225008,FW-9CEF3,1
EQP-34064,8936.3, DIESEL ,Noite,Norte,72.5,4.44,81.5,356,2,12.38,830787,FW-288C2,1
EQP-34065,12309.1,Eletrico,Noite,Leste,82.1,2.14,112.2,314,1,5.25,668872,FW-EF717,1
EQP-34066,2739.9,Gas_Natural,Noite,Norte,80.2,1.8,88.8,3,1,59.71,304184,FW-E0F11,0
EQP-34067,3434.6,Eletrico,Manha,Sul,56.9,2.46,82.6,260,2,-22.32,284827,FW-2244A,0
EQP-34068,9941.1,Gas_Natural,Manha,Sul,66.4,3.56,87.3,250,0,-42.3,276507,FW-3FC9B,1
EQP-34069,8852.9,Eletrico,Manha,Norte,86.8,,86.9,264,0,-9.29,549577,FW-90AFB,1
EQP-34070,8242.8,Hibrido,Manha,Norte,67.3,6.55,87.7,275,0,62.19,531878,FW-CCBC6,1
EQP-34071,2683.5,Diesel,Manha,Leste,85.9,2.37,83.8,268,0,3.96,143816,FW-2FE4C,1
EQP-34072,14003.9, DIESEL ,Tarde,Oeste,69.4,1.11,108.2,295,2,11.69,377692,FW-5437B,1
EQP-34073,13045.3, DIESEL ,Manha,Norte,52.9,3.45,96.8,168,0,80.42,762024,FW-BEA21,0
EQP-34074,702.2,diesel,Manha,Oeste,75.1,7.68,92.4,341,1,-47.71,882890,FW-6A13E,1
EQP-34075,1931.4,Diesel,Noite,Leste,120.0,4.19,106.0,270,0,35.9,441230,FW-AC8E9,1
EQP-34076,4331.6,Diesel,Manha,Oeste,49.2,8.33,101.7,21,1,-13.98,542403,FW-2B596,1
EQP-34077,546.1,diesel,Noite,Leste,94.5,9.61,102.5,314,1,-52.5,627889,FW-BBB3B,1
EQP-34078,13245.7,Eletrico,Manha,Sul,54.5,4.79,109.3,232,0,-7.68,356313,FW-BBE62,1
EQP-34079,2066.6,Eletrico,Manha,Leste,75.8,7.26,88.9,341,0,-29.04,445949,FW-EDF55,1
EQP-34080,7811.9,Diesel,Manha,Sul,84.3,0.55,137.0,113,1,-19.44,339831,FW-E4036,1
EQP-34081,1611.2, DIESEL ,Noite,Sul,62.5,7.91,90.4,188,0,39.25,365999,FW-6FE79,0
EQP-34082,5121.7,Hibrido,Noite,Norte,117.4,0.57,84.3,158,0,7.94,935509,FW-CD9CD,1
EQP-34083,12015.0, DIESEL ,Manha,Leste,96.8,3.74,77.5,130,0,-27.64,405922,FW-604B8,1
EQP-34084,8108.5,Diesel,Manha,Leste,83.6,3.04,103.8,347,1,-21.99,313574,FW-3DC2D,1
EQP-34085,3744.6,Gas_Natural,Tarde,Norte,81.3,2.84,115.9,181,0,-15.68,488240,FW-25874,1
EQP-34086,9305.3,Hibrido,Manha,Leste,102.3,5.38,98.3,128,0,5.14,808599,FW-7615F,1
EQP-34087,4169.1, DIESEL ,Manha,Sul,29.5,3.24,97.5,26,0,58.88,489536,FW-CAC8B,0
EQP-34088,6598.1,Eletrico,Tarde,Leste,65.0,0.59,87.3,118,0,-42.64,110436,FW-E58CD,1
EQP-34089,,Hibrido,Tarde,Sul,63.3,0.64,79.2,98,3,25.65,811692,FW-A4048,0
EQP-34090,3668.3,Diesel,Tarde,Sul,90.4,13.12,113.6,120,2,-59.72,291958,FW-E6268,1
EQP-34091,3298.2,Hibrido,Manha,Norte,79.5,2.49,99.5,200,2,18.75,630286,FW-8CA10,1
EQP-34092,13930.4,Diesel,Manha,Oeste,83.2,6.9,120.3,210,1,44.13,416843,FW-35E12,1
EQP-34093,13533.8, DIESEL ,Tarde,Norte,62.9,1.36,99.6,151,1,73.15,670844,FW-981C8,1
EQP-34094,7787.3,Eletrico,Noite,Sul,88.7,6.24,76.2,258,0,24.39,579124,FW-56D9C,1
EQP-34095,7877.7, DIESEL ,Manha,Norte,65.0,8.55,98.2,124,0,9.56,806680,FW-E1BA8,0
EQP-34096,706.2,Eletrico,Tarde,Norte,51.3,4.22,107.4,197,0,-33.2,982430,FW-81AFA,0
EQP-34097,1136.4,Diesel,Manha,Norte,77.4,1.56,119.8,84,1,46.23,536878,FW-A94B5,1
EQP-34098,9940.3,Diesel,Tarde,Oeste,71.4,2.18,75.5,290,1,-32.29,366643,FW-BABED,0
EQP-34099,,diesel,Manha,Sul,72.4,7.05,80.6,217,0,99.88,715600,FW-B1CA3,1
EQP-34100,10942.8,Diesel,Tarde,Norte,59.3,1.83,98.0,197,1,-17.12,990498,FW-CDF4F,1
EQP-34101,5196.0,Gas_Natural,Noite,Leste,67.6,2.32,89.9,267,1,34.12,676212,FW-CE7F3,1
EQP-34102,9520.8,Gas_Natural,Tarde,Leste,61.7,11.69,136.0,128,1,-64.02,461778,FW-89553,1
EQP-34103,2617.0,diesel,Tarde,Sul,75.3,0.55,105.0,344,3,47.06,754339,FW-EEFAD,1
EQP-34104,4605.1,Gas_Natural,Tarde,Leste,83.0,2.52,92.0,285,0,4.44,378234,FW-2533C,0
EQP-34105,11410.8,Diesel,Manha,Leste,61.4,3.21,117.1,237,1,-18.16,852659,FW-DEF1C,1
EQP-34106,4355.1,Hibrido,Tarde,Norte,81.4,26.47,123.5,60,1,13.58,285080,FW-DC0D1,1
EQP-34107,8000.4,Diesel,Manha,Norte,66.0,0.82,119.2,319,0,43.92,428608,FW-77CAF,1
EQP-34108,10818.5,Gas_Natural,Manha,Leste,92.6,15.91,105.6,82,2,14.79,538872,FW-67DF0,1
EQP-34109,11253.5,diesel,Tarde,Sul,73.7,2.6,108.8,137,1,-79.37,419120,FW-E5250,1
